track_id,song_id,artist_id,artist_name,song_title,genre,song_1,song_2,song_3,centered_song_1,centered_song_2,centered_song_3,corr_song_1,corr_song_2,corr_song_3,cos_song_1,cos_song_2,cos_song_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cos_1,tfidf_cos_2,tfidf_cos_3
TRQMVYN128F4250E38,SOPYZTH12A8C135090,ARAZCWP129462A97F1,Bob Marley,Rebels Hop,reggae,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),No Water,A Groovy Kind Of Love (Live),Sweet Misery,No Water,A Groovy Kind Of Love (Live),Sweet Misery,No Water,I Mean (I Don't Mean It),Interlude 5,No Water,I Mean (I Don't Mean It),All Along The Water,No Water,Rubylove,All Along The Water,No Water,Silence,Sweet Inspiration
TRDJCNG128F9339544,SOKMGXA12A8C1447B6,ARAZCWP129462A97F1,Bob Marley,Stop The Train,reggae,Over It (Acoustic),8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Over It (Acoustic),8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Hunter,Slave,Key To The Highway,Hunter,Key To The Highway,Slave,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Trife Life,Northern Bound Train,Peace Train,Tradewinds (LP Version),This Train,Northern Bound Train,Ridin Home,This Train,Northern Bound Train,Ridin Home
TRVSWGN12903CB4A44,SOIVBAC12AB0186BFF,ARAZCWP129462A97F1,Bob Marley & The Wailers,This Train,reggae,Mellow My Man,My Life,Interlude 5,Mellow My Man,My Life,Strictly 4 My N.I.G.G.A.Z.,Psychopath,C.O.A.,Ridin Home,Psychopath,Ridin Home,C.O.A.,City To City,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Peace Train,City To City,Peace Train,Stop The Train,Ridin Home,City To City,Black Train Blues,Ridin Home,City To City,Black Train Blues
TRNJPBY128F92F621A,SOZQGAL12AB01856DB,ARLSC551187B99C55C,N-Dubz,Defeat You,reggae,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Want You,I'm A Winner (Amended Album Version),I Want You,Everytime I...,Everytime I...,Mury,Heroine,Everytime I...,Mury,Heroine,Feva Las Vegas,Still On It,Sinan Capudan Pascià,Feva Las Vegas,Still On It,Sinan Capudan Pascià,Feva Las Vegas,Mury,Saturday Morning,Feva Las Vegas,Still On It,Saturday Morning
TRINMBD128F92F6211,SOBUZCT12AB0181786,ARLSC551187B99C55C,N-Dubz,Don't Get Nine,reggae,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,Don't Let It Get To You (Album Version),Dont Cry,Graduation Day,Don't Let It Get To You (Album Version),Dont Cry,Graduation Day,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,The Illest Brother,Getting Over You,Getting Over You,I Like It (Remix),You Are The Only One I Love,Getting Over You,The Illest Brother,Club Megamix
TRRKBRB128EF35E2DA,SOPZQDB12A6D4F5D62,ARLSC551187B99C55C,N-Dubz,Feva Las Vegas,reggae,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Concerto,Soopaman Luva 3,Claimin' True,Concerto,Soopaman Luva 3,Claimin' True,Interlude 5,Defeat You,Still On It,Defeat You,Still On It,Sinan Capudan Pascià,N Digga Dee,Defeat You,Leave The Lights On (Album Version),Defeat You,N Digga Dee,Still On It
TRYPJXU128F92F621C,SOQPAPP12AB01856E3,ARLSC551187B99C55C,N-Dubz,Secrets,reggae,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Club Megamix,Freezin In The Cold,Book Of Life,Club Megamix,Freezin In The Cold,Keep Moving,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,Find A Way,Work Work,Blackout,Why Doesn't Anybody Like Me?,The Man In You,Interlude 5,The Man In You,Why Doesn't Anybody Like Me?
TRGNBCC128F92F6218,SOYFJUA12AB01856D2,ARLSC551187B99C55C,N-Dubz,Work Work,reggae,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,Breakin Me,Seven Seas,Hook,Breakin Me,Hook,Call On Me,Interlude 5,Ice Is Workin' It,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ice Is Workin' It,Interlude 5,Passin' Me By,Don't We All Have the Right,Ice Is Workin' It,I Want You To Know,Ice Is Workin' It,Passin' Me By,Interlude 5
TRDNAVT128F428A246,SOSCPLZ12A8C1394B1,ARD2NDU1187B99B615,Dropkick Murphys,Good Rats (Live),reggae,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),That's How Country Boys Roll,The Molly Maguires,Sporting Day,That's How Country Boys Roll,The Molly Maguires,Plain Clothes,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Snoopafella (Edited),Snoopafella (Edited),Old Hippie,The Strawberry Roan,Tennessee Flat Top Box,Roosevelt And Ira Lee,Old Hippie,Old Hippie,Roosevelt And Ira Lee,Snoopafella (Edited)
TRRHCOS128F4248193,SOCUAWC12A8C1310A4,ARPK4HR1187B9A289D,Tito El Bambino,Sol_ Playa Y Arena,reggae,Dale tiempo al rumor,Move On,Horse With No Name,Dale tiempo al rumor,Move On,Horse With No Name,La Aristocracia del Barrio,El Arado,La Carencia,La Aristocracia del Barrio,El Arado,La Carencia,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,La Carencia,Ayudame Freud,El Arado,La Carencia,Ayudame Freud,El Arado
TRFGOUF128F9348838,SONUORR12AB018724D,AR1WWVL1187B9B0306,UB40,I Don't Want To See You Cry,reggae,Interlude 5,My Darling,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,My Darling,I'm A Winner (Amended Album Version),Dont Cry,Give Me All Your Love,Not Your Baby,Dont Cry,Give Me All Your Love,Not Your Baby,One Good Time,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,One Good Time,Words Get In The Way,Just For You,Just For You,Words Get In The Way,After You've Gone (live),Just For You,Words Get In The Way,One Good Time
TRQLICG12903CBFAFD,SOGXHTF12A58A7C7E8,AR1WWVL1187B9B0306,UB40,Come Back Darling,reggae,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),Waiting For The Day,I Need You,Your Love Made A U Turn,Waiting For The Day,I Need You,Your Love Made A U Turn,My Darling,Piece Of My Heart,This Empty Place,My Darling,This Empty Place,Piece Of My Heart,My Special Prayer,My Dearest Darling,Stir It Up,My Special Prayer,My Dearest Darling,Stir It Up
TREKDZI128F146A972,SOLFMIZ12A6D4F8330,AR1WWVL1187B9B0306,UB40,Here I Am (Come And Take Me),reggae,Interlude 5,Hold Me Down (Album Version),That's What You Told Me,Interlude 5,Hold Me Down (Album Version),That's What You Told Me,Girls,Comfort,Come Take Me Over,Girls,Comfort,Come Take Me Over,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Hold Me Down (Album Version),Hold Me Down (Album Version),Fantastic,Checkin' On Me,Hump Bounce,You Shouldn't Call The Doctor (If You Can't Afford The Bills),Where Did Our Love Go,Hump Bounce,You Shouldn't Call The Doctor (If You Can't Afford The Bills),Fantastic
TRJDXEG128E07820DB,SOZPNNF12A6310D8B1,AR1WWVL1187B9B0306,UB40,Light My Fire,reggae,Interlude 5,It's A Party,Radar,Interlude 5,Radar,It's A Party,Love You Till Friday,Radar,Don't You Know,Love You Till Friday,Radar,Don't You Know,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Set It Off,Club Megamix,Set It Off,Ariana,Buk-In-Hamm Palace (2002 Digital Remaster),Say After Me,Buk-In-Hamm Palace (2002 Digital Remaster),Ariana,Say After Me,Buk-In-Hamm Palace (2002 Digital Remaster),Ariana
TRKHYKB128E0789D42,SOHQEMS12A6701C57C,ARJ7KF01187B98D717,Coldplay,Til Kingdom Come,rock,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Meditation,Hidden,Seven Seas,Meditation,Hidden,Seven Seas,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Know You Got Soul,Tell You Something (Nana's Reprise),Which Way To Free?,Wanna Play,Which Way To Free?,Look What You've Done For Me,Until My Dreams Come True,Which Way To Free?,Look What You've Done For Me,Until My Dreams Come True
TRDVELE128F932810A,SOIHOTW12A8C142198,AR91C8S1187B990901,Bruce Springsteen,Brothers Under The Bridges ('83),rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Daddy Sang Bass,Immortal Chant,The Battle Of New Orleans,Daddy Sang Bass,Immortal Chant,Last Night,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoopafella (Edited),Interlude 5,Snoopafella (Edited),Just Another Brother,Mortal City,Ashgrove,Savoy Brown Boogie,Snoopafella (Edited),Snoopafella (Edited),Ashgrove,El Paso
TRCONIY128F932A7DA,SOEFSBZ12A8C1359C4,AR91C8S1187B990901,Bruce Springsteen,The Big Payback,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lifestylez Ov Da Poor & Dangerous,It's Like That,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lifestylez Ov Da Poor & Dangerous,It's Like That,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Overdose (Album Version),Luv Me Up,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ice Is Workin' It,Nosey Joe,God Damn Job,Stop The Train,Nosey Joe,God Damn Job,Survival Song
TRWULBB128F42670A3,SOFVHKR12A8C1325B4,AR91C8S1187B990901,Bruce Springsteen,The Ties That Bind,rock,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Angelina,It's Only Your Life,"You Are The Universe (Roger's Universal 7"" Edit)",Angelina,It's Only Your Life,That Smell,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Keep Your Shit The Hardest,Getting Late,5 Miles To Empty,Crazy Cool,That's My Baby,Cry For Me,Walk In My Shadow,That's My Baby,Cry For Me,Getting Late
TROQFYY128F429DBA0,SOBNUTR12A8C140BE8,ARVG4OK1187B9B6BD3,The Killers,Sam's Town,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Book Of Life,Act A Fool,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Act A Fool,Book Of Life,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,My Darling,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Remember Me,Man In The Mirror,You Had Me (Live),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),This World,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),You Had Me (Live),Fancy
TRHFADH128F92E2BE3,SOKCLGX12A67ADD6BF,ARR3ONV1187B9A2F59,Muse,Pink Ego Box,rock,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),My Darling,Breakin Me,Descending,Blue Monday,Breakin Me,Descending,Blue Monday,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),That's How I Beat Shaq,Interlude 5,That's How I Beat Shaq,Have You Seen Her,Inside,Albedo 0.39,Un Giorno Per Noi (Album Version),Feel The Beat,Albedo 0.39,Inside,Get Into My Groove
TROAQBZ128F9326213,SONYKOW12AB01849C9,AR73S4G1187B9A03C2,OneRepublic,Secrets,rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,House Full Of Riches (LP Version),Johnson City,Hot Sex,Hot Sex,Johnson City,House Full Of Riches (LP Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,Shoulda Put Something On,Club Megamix,like you to me,I'm Gonna Be The First One,Secret Life,In My Secret Life,I'm Gonna Be The First One,Secret Life,Club Megamix
TRVZCTL128E078F0BE,SOMBDFC12A67FFB370,ARDVZTE1187FB5A0A1,Bon Jovi,Come Back,rock,Interlude 5,Do The Bartman,My Darling,Interlude 5,Do The Bartman,Baby Come Back,This Empty Place,Hit The Road Jack,Waiting For The Day,This Empty Place,Hit The Road Jack,Coming Back,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,My Darling,I'm Still Waiting,Whatever You Want (LP Version),Club Megamix,One More Day,It All Comes Down To Love (Interlude),Only When ur Lonely,Only When ur Lonely,One More Day,Whatever You Want (LP Version)
TRAERPT128F931103E,SODLKUO12A8C13CA35,ARFCUN31187B9AD578,The Rolling Stones,Time Is On My Side,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Bump,Sunny Road,My Time,Bump,Sunny Road,My Time,Interlude 5,Close My Eyes,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),A Song For Mama,Baby Come Back,Day Of The Eagle,Anytime,Baby Come Back,A Song For Mama,Anytime,Baby Come Back,A Song For Mama
TRQXTQT128E0781DA7,SOOPTNE12A58A7A9C2,ARFCUN31187B9AD578,The Rolling Stones,Fight (1994 Digital Remaster),rock,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Don't Get Nine,Let's Get Crazy,Boom Boom Guetta,Knowledge Of Self,Let's Get Crazy,Boom Boom Guetta,Knowledge Of Self,Fight The Power,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Fight The Power,TiK ToK,Shadow of Doubt,Fight The Power,Protest Beat,Something's Gotta Give,Fight The Power,Protest Beat,Something's Gotta Give
TRAUYZG12903CDA4E9,SOFZXTF12AB018D64B,ARDVZTE1187FB5A0A1,Bon Jovi,This Ain't A Love Song,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),I Think I Love You,Waiting For The Day,Hot Sex,I Think I Love You,Waiting For The Day,Hot Sex,Interlude 5,One Good Time,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Want You,Work Work,One Good Time,The Innocence Spilled,I Want You,Fee Fie Foe Fum,I Want You,Fee Fie Foe Fum,They Were Wrong
TRGESLP12903CE31C8,SORXQLX12AB018DCD0,ARDVZTE1187FB5A0A1,Bon Jovi,Superman Tonight,rock,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Angelina,Revenge,I Care,Angelina,Revenge,I Care,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,Let's All Get Drunk,Don't Fall Apart On Me Tonight,Night Light,Beauty Lies Within,Other Side of Day,Praise Me,Beauty Lies Within,Other Side of Day,Don't Fall Apart On Me Tonight
TRPAYRK128E0792986,SOINXHP12AF729AF64,ARM7EDF1187B9B3FA1,Guns N' Roses,Bad Obsession,rock,Interlude 5,Ice Is Workin' It,Touch It / Technologic,Interlude 5,Ice Is Workin' It,Touch It / Technologic,It's De-Lovely,I Know You Got Soul,Complicated,It's De-Lovely,I Know You Got Soul,Complicated,Interlude 5,Overdose (Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Killing Time,Plumskinzz (Loose Hoe_ God & Cupid),Overdose (Album Version),Last Man In The Bar,Killing Time,Foolish,Last Man In The Bar,Killing Time,Kma Goodbye
TRKMXIA128F4299423,SOEOSFP12A8C137912,ARULZ741187B9AD2EF,Elvis Presley,Anything That's Part Of You,rock,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,All Of Me,I Try,Even So,All Of Me,I Try,Even So,Interlude 5,Work Work,Hair,For Your Love,Smile,Highlights,Love Don't Live Here,Love Don't Live Here Anymore,Smile,Love Don't Live Here,Love Don't Live Here Anymore,Smile
TRTQRHY128F4241AFD,SORQYLM12A8C132BCF,ARCVKG01187B9B3273,Flyleaf,So I Thought,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,The Irony Of It All (Album Version),Runaway,Gold,The Irony Of It All (Album Version),Gold,Runaway,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Truth,The Truth,Nothing Lasts Forever,Interlude 5,Don't Call Me Peanut,With Love (Remember),Song For The Rich,Don't Call Me Peanut,Song For The Rich,With Love (Remember)
TRXIEYZ128E078891B,SOQQWFI12A67020F95,ARN5NHX1187FB4F755,The Smashing Pumpkins,You're All I've Got Tonight,rock,Interlude 5,I'm A Winner (Amended Album Version),I Want You,I'm A Winner (Amended Album Version),Interlude 5,I Want You,Flowerstand Man,Dont Cry,Don't Need The Sun To Shine (To Make Me Smile),Flowerstand Man,Dont Cry,Don't Need The Sun To Shine (To Make Me Smile),I Didn't Know That You Cared,Let's All Get Drunk,Out of Character,I Didn't Know That You Cared,Someone i care about,Alright,I Didn't Know That You Cared,Someone i care about,Who Cares (So Long As You Care For Me),I Didn't Know That You Cared,Someone i care about,It's Alright
TRTGMIX128EF35E2B9,SOBEQEO12A6D4F6589,ARVN9FZ1187FB393F1,Snow Patrol,Signal Fire,rock,Interlude 5,Hold Me Down (Album Version),I'm A Winner (Amended Album Version),Interlude 5,Hold Me Down (Album Version),I'm A Winner (Amended Album Version),Kid Gloves,There You Are,Eradicate Authority,Kid Gloves,There You Are,Eradicate Authority,Diamonds From Sierra Leone,Interlude 5,Trife Life,I Still Love You,Diamonds From Sierra Leone,Elements,There You Are,Forever,Remember Me_ Oh God_ For Good,There You Are,Forever,Remember Me_ Oh God_ For Good
TRHPKWO128F92E01D5,SOSRIAT12AB017A92E,ARVN9FZ1187FB393F1,Snow Patrol,The Lightning Strike,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Gold,Closer To You,ATLiens,Closer To You,Gold,ATLiens,Interlude 5,8 Mile,The Hourglass,The Hourglass,One of Us,8 Mile,This Respirator,Towards The Northern Star,Mastering The World's Smallest Violin,This Respirator,Mastering The World's Smallest Violin,The Hourglass
TRDMUWU128E078EDDB,SOSXSMM12B0B808B45,ARH3S5S1187FB4F76B,Nirvana,Dumb,rock,8 Mile,Everytime I...,Over It (Acoustic),8 Mile,Everytime I...,Over It (Acoustic),Slave,Hunter,Liquid,Slave,Hunter,Liquid,Happy Boys & Girls,All About U,H.A.P.P.Y. Radio,Happy Boys & Girls,H.A.P.P.Y. Radio,That's When The Music Takes Me,That's When The Music Takes Me,Snowflakes Of Love,Happy Boys & Girls,That's When The Music Takes Me,Snowflakes Of Love,Happy Boys & Girls
TRXEAZB128E078EDCE,SOCUARC12A6701E94D,ARH3S5S1187FB4F76B,Nirvana,Something In The Way,rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Interlude 5,Otha Fish,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,1-2-8,I Live In A Suitcase,Something In The Air Between Us,1-2-8,Something In The Air Between Us,I Live In A Suitcase,Thinking About You,It Ain't About You,The Easy Spell,Thinking About You,The Easy Spell,Slow Motion,Out On The Western Plain,I'm Cool,London Boys,Out On The Western Plain,I'm Cool,London Boys
TRLKNKC128F42BC213,SOBDDMF12A8C142F73,ART3U3E1187B99B1B8,Switchfoot,Oh! Gravity.,rock,Move On,Horse With No Name,Touch It / Technologic,Move On,Horse With No Name,Touch It / Technologic,Tu Vas Me Manquer,This Is A Low,Horse With No Name,Tu Vas Me Manquer,Dear Heart,This Is A Low,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Carry On,Carry On,Next Door Neighbour,La Di Da Da Da,Can We All Come Together,Brand New Key,Next Door Neighbour,Can We All Come Together,Next Door Neighbour,Brand New Key
TRVQBRZ128F423EEDC,SOLTQZY12A8C13262F,AR8V1WA1187B9AD9E9,The White Stripes,Hotel Yorba,rock,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Preachin' To The Choir,Rabbit Run,It's Like That,Preachin' To The Choir,Rabbit Run,Claimin' True,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Do The Bartman,Interlude 5,Dirty Money,Do The Bartman,Merrymaking At My Place,I've Got This Feeling,Dirty Man,Albee Square Mall,Interlude 5,Merrymaking At My Place
TRBNXZS12903D0A686,SOECMVP12AB018584E,AR8V1WA1187B9AD9E9,The White Stripes,Prickly Thorn_ But Sweetly Worn (Live),rock,Cut And Run,Yakamonéyé,Sans Rémission,Cut And Run,Yakamonéyé,Givin' Up (Clean Version),Dame De Lotus,Newgrange,Cachos De Vaca,Dame De Lotus,Newgrange,Cachos De Vaca,I Love U In Me ( LP Version),Closer To You,Interlude 5,Burbujas De Amor,Empress,I Can See An Angel,Aureus,Gammal sång,You're My Angel,Aureus,You're My Angel,Gammal sång
TRGGBKA128F428E461,SOUOWLT12B0B8090EE,AR8V1WA1187B9AD9E9,The White Stripes,St. Andrew (This Battle Is In The Air),rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Mean (I Don't Mean It),8 Mile,I Mean (I Don't Mean It),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,I Don't Know Where I'm Bound,Flowers On The Wall,Soobax,I Don't Know Where I'm Bound,Flowers On The Wall,Soobax,I Love U In Me ( LP Version),When I Needed an Angel,Wandering Child,When I Needed an Angel,Wandering Child,Sound Check,When I Needed an Angel,Wandering Child,You're My Angel,When I Needed an Angel,Wandering Child,You're My Angel
